Product ID,Date,Weekly_Demand,Lag_1,Lag_2,Lag_4,Rolling_Mean_4,Week_Number,Month
P0001,2022-09-18,5892,5767.0,4836.0,5458.0,5071.0,37,9
P0001,2022-09-25,5318,5892.0,5767.0,4223.0,5179.5,38,9
P0001,2022-10-02,6660,5318.0,5892.0,4836.0,5453.25,39,10
P0001,2022-10-09,3846,6660.0,5318.0,5767.0,5909.25,40,10
P0001,2022-10-16,5632,3846.0,6660.0,5892.0,5429.0,41,10
P0001,2022-10-23,4562,5632.0,3846.0,5318.0,5364.0,42,10
P0001,2022-10-30,4605,4562.0,5632.0,6660.0,5175.0,43,10
P0001,2022-11-06,4781,4605.0,4562.0,3846.0,4661.25,44,11
P0001,2022-11-13,3887,4781.0,4605.0,5632.0,4895.0,45,11
P0001,2022-11-20,5578,3887.0,4781.0,4562.0,4458.75,46,11
P0001,2022-11-27,5039,5578.0,3887.0,4605.0,4712.75,47,11
P0001,2022-12-04,5800,5039.0,5578.0,4781.0,4821.25,48,12
P0001,2022-12-11,5997,5800.0,5039.0,3887.0,5076.0,49,12
P0001,2022-12-18,6395,5997.0,5800.0,5578.0,5603.5,50,12
P0001,2022-12-25,4060,6395.0,5997.0,5039.0,5807.75,51,12
P0001,2023-01-01,4150,4060.0,6395.0,5800.0,5563.0,52,1
P0001,2023-01-08,4207,4150.0,4060.0,5997.0,5150.5,1,1
P0001,2023-01-15,3930,4207.0,4150.0,6395.0,4703.0,2,1
P0001,2023-01-22,3948,3930.0,4207.0,4060.0,4086.75,3,1
P0001,2023-01-29,4969,3948.0,3930.0,4150.0,4058.75,4,1
P0001,2023-02-05,4663,4969.0,3948.0,4207.0,4263.5,5,2
P0001,2023-02-12,5155,4663.0,4969.0,3930.0,4377.5,6,2
P0001,2023-02-19,5301,5155.0,4663.0,3948.0,4683.75,7,2
P0001,2023-02-26,4169,5301.0,5155.0,4969.0,5022.0,8,2
P0001,2023-03-05,5230,4169.0,5301.0,4663.0,4822.0,9,3
P0001,2023-03-12,4498,5230.0,4169.0,5155.0,4963.75,10,3
P0001,2023-03-19,3507,4498.0,5230.0,5301.0,4799.5,11,3
P0001,2023-03-26,5134,3507.0,4498.0,4169.0,4351.0,12,3
P0001,2023-04-02,5299,5134.0,3507.0,5230.0,4592.25,13,4
P0001,2023-04-09,4304,5299.0,5134.0,4498.0,4609.5,14,4
P0001,2023-04-16,4208,4304.0,5299.0,3507.0,4561.0,15,4
P0001,2023-04-23,4541,4208.0,4304.0,5134.0,4736.25,16,4
P0001,2023-04-30,5607,4541.0,4208.0,5299.0,4588.0,17,4
P0001,2023-05-07,4505,5607.0,4541.0,4304.0,4665.0,18,5
P0001,2023-05-14,4395,4505.0,5607.0,4208.0,4715.25,19,5
P0001,2023-05-21,4868,4395.0,4505.0,4541.0,4762.0,20,5
P0001,2023-05-28,4380,4868.0,4395.0,5607.0,4843.75,21,5
P0001,2023-06-04,3926,4380.0,4868.0,4505.0,4537.0,22,6
P0001,2023-06-11,3838,3926.0,4380.0,4395.0,4392.25,23,6
P0001,2023-06-18,5919,3838.0,3926.0,4868.0,4253.0,24,6
P0001,2023-06-25,4219,5919.0,3838.0,4380.0,4515.75,25,6
P0001,2023-07-02,4441,4219.0,5919.0,3926.0,4475.5,26,7
P0001,2023-07-09,3529,4441.0,4219.0,3838.0,4604.25,27,7
P0001,2023-07-16,5873,3529.0,4441.0,5919.0,4527.0,28,7
P0001,2023-07-23,5435,5873.0,3529.0,4219.0,4515.5,29,7
P0001,2023-07-30,5886,5435.0,5873.0,4441.0,4819.5,30,7
P0001,2023-08-06,4777,5886.0,5435.0,3529.0,5180.75,31,8
P0001,2023-08-13,4521,4777.0,5886.0,5873.0,5492.75,32,8
P0001,2023-08-20,4225,4521.0,4777.0,5435.0,5154.75,33,8
P0001,2023-08-27,5256,4225.0,4521.0,5886.0,4852.25,34,8
P0001,2023-09-03,4180,5256.0,4225.0,4777.0,4694.75,35,9
P0001,2023-09-10,5014,4180.0,5256.0,4521.0,4545.5,36,9
P0001,2023-09-17,5902,5014.0,4180.0,4225.0,4668.75,37,9
P0001,2023-09-24,5557,5902.0,5014.0,5256.0,5088.0,38,9
P0001,2023-10-01,4692,5557.0,5902.0,4180.0,5163.25,39,10
P0001,2023-10-08,4234,4692.0,5557.0,5014.0,5291.25,40,10
P0001,2023-10-15,4512,4234.0,4692.0,5902.0,5096.25,41,10
P0001,2023-10-22,5976,4512.0,4234.0,5557.0,4748.75,42,10
P0001,2023-10-29,3840,5976.0,4512.0,4692.0,4853.5,43,10
P0001,2023-11-05,5629,3840.0,5976.0,4234.0,4640.5,44,11
P0001,2023-11-12,4195,5629.0,3840.0,4512.0,4989.25,45,11
P0001,2023-11-19,5173,4195.0,5629.0,5976.0,4910.0,46,11
P0001,2023-11-26,4730,5173.0,4195.0,3840.0,4709.25,47,11
P0001,2023-12-03,4992,4730.0,5173.0,5629.0,4931.75,48,12
P0001,2023-12-10,4004,4992.0,4730.0,4195.0,4772.5,49,12
P0001,2023-12-17,4484,4004.0,4992.0,5173.0,4724.75,50,12
P0001,2023-12-24,4677,4484.0,4004.0,4730.0,4552.5,51,12
P0001,2023-12-31,4245,4677.0,4484.0,4992.0,4539.25,52,12
P0001,2024-01-07,869,4245.0,4677.0,4004.0,4352.5,1,1
P0002,2022-01-02,1069,,,,,52,1
P0002,2022-01-09,4121,1069.0,,,,1,1
P0002,2022-01-16,5137,4121.0,1069.0,,,2,1
P0002,2022-01-23,4990,5137.0,4121.0,,,3,1
P0002,2022-01-30,3935,4990.0,5137.0,1069.0,3829.25,4,1
P0002,2022-02-06,4843,3935.0,4990.0,4121.0,4545.75,5,2
P0002,2022-02-13,4814,4843.0,3935.0,5137.0,4726.25,6,2
P0002,2022-02-20,4998,4814.0,4843.0,4990.0,4645.5,7,2
P0002,2022-02-27,5756,4998.0,4814.0,3935.0,4647.5,8,2
P0002,2022-03-06,4522,5756.0,4998.0,4843.0,5102.75,9,3
P0002,2022-03-13,5634,4522.0,5756.0,4814.0,5022.5,10,3
P0002,2022-03-20,5521,5634.0,4522.0,4998.0,5227.5,11,3
P0002,2022-03-27,6101,5521.0,5634.0,5756.0,5358.25,12,3
P0002,2022-04-03,4571,6101.0,5521.0,4522.0,5444.5,13,4
P0002,2022-04-10,4878,4571.0,6101.0,5634.0,5456.75,14,4
P0002,2022-04-17,3647,4878.0,4571.0,5521.0,5267.75,15,4
P0002,2022-04-24,4814,3647.0,4878.0,6101.0,4799.25,16,4
P0002,2022-05-01,4569,4814.0,3647.0,4571.0,4477.5,17,5
P0002,2022-05-08,4525,4569.0,4814.0,4878.0,4477.0,18,5
P0002,2022-05-15,3548,4525.0,4569.0,3647.0,4388.75,19,5
P0002,2022-05-22,5288,3548.0,4525.0,4814.0,4364.0,20,5
P0002,2022-05-29,3748,5288.0,3548.0,4569.0,4482.5,21,5
P0002,2022-06-05,5288,3748.0,5288.0,4525.0,4277.25,22,6
P0002,2022-06-12,4764,5288.0,3748.0,3548.0,4468.0,23,6
P0002,2022-06-19,5172,4764.0,5288.0,5288.0,4772.0,24,6
P0002,2022-06-26,5162,5172.0,4764.0,3748.0,4743.0,25,6
P0002,2022-07-03,5053,5162.0,5172.0,5288.0,5096.5,26,7
P0002,2022-07-10,4699,5053.0,5162.0,4764.0,5037.75,27,7
P0002,2022-07-17,5074,4699.0,5053.0,5172.0,5021.5,28,7
P0002,2022-07-24,5025,5074.0,4699.0,5162.0,4997.0,29,7
P0002,2022-07-31,4314,5025.0,5074.0,5053.0,4962.75,30,7
P0002,2022-08-07,4740,4314.0,5025.0,4699.0,4778.0,31,8
P0002,2022-08-14,5338,4740.0,4314.0,5074.0,4788.25,32,8
P0002,2022-08-21,4678,5338.0,4740.0,5025.0,4854.25,33,8
P0002,2022-08-28,4508,4678.0,5338.0,4314.0,4767.5,34,8
P0002,2022-09-04,3701,4508.0,4678.0,4740.0,4816.0,35,9
P0002,2022-09-11,3996,3701.0,4508.0,5338.0,4556.25,36,9
P0002,2022-09-18,4545,3996.0,3701.0,4678.0,4220.75,37,9
P0002,2022-09-25,3942,4545.0,3996.0,4508.0,4187.5,38,9
P0002,2022-10-02,4848,3942.0,4545.0,3701.0,4046.0,39,10
P0002,2022-10-09,4563,4848.0,3942.0,3996.0,4332.75,40,10
P0002,2022-10-16,4894,4563.0,4848.0,4545.0,4474.5,41,10
P0002,2022-10-23,4143,4894.0,4563.0,3942.0,4561.75,42,10
P0002,2022-10-30,4839,4143.0,4894.0,4848.0,4612.0,43,10
P0002,2022-11-06,4353,4839.0,4143.0,4563.0,4609.75,44,11
P0002,2022-11-13,5723,4353.0,4839.0,4894.0,4557.25,45,11
P0002,2022-11-20,4158,5723.0,4353.0,4143.0,4764.5,46,11
P0002,2022-11-27,4772,4158.0,5723.0,4839.0,4768.25,47,11
P0002,2022-12-04,3957,4772.0,4158.0,4353.0,4751.5,48,12
P0002,2022-12-11,4281,3957.0,4772.0,5723.0,4652.5,49,12
P0002,2022-12-18,5110,4281.0,3957.0,4158.0,4292.0,50,12
P0002,2022-12-25,4893,5110.0,4281.0,4772.0,4530.0,51,12
P0002,2023-01-01,4931,4893.0,5110.0,3957.0,4560.25,52,1
P0002,2023-01-08,4408,4931.0,4893.0,4281.0,4803.75,1,1
P0002,2023-01-15,3958,4408.0,4931.0,5110.0,4835.5,2,1
P0002,2023-01-22,5746,3958.0,4408.0,4893.0,4547.5,3,1
P0002,2023-01-29,4639,5746.0,3958.0,4931.0,4760.75,4,1
P0002,2023-02-05,4837,4639.0,5746.0,4408.0,4687.75,5,2
P0002,2023-02-12,5283,4837.0,4639.0,3958.0,4795.0,6,2
P0002,2023-02-19,4403,5283.0,4837.0,5746.0,5126.25,7,2
P0002,2023-02-26,4717,4403.0,5283.0,4639.0,4790.5,8,2
P0002,2023-03-05,4778,4717.0,4403.0,4837.0,4810.0,9,3
P0002,2023-03-12,3836,4778.0,4717.0,5283.0,4795.25,10,3
P0002,2023-03-19,5133,3836.0,4778.0,4403.0,4433.5,11,3
P0002,2023-03-26,3749,5133.0,3836.0,4717.0,4616.0,12,3
P0002,2023-04-02,5598,3749.0,5133.0,4778.0,4374.0,13,4
P0002,2023-04-09,4134,5598.0,3749.0,3836.0,4579.0,14,4
P0002,2023-04-16,5694,4134.0,5598.0,5133.0,4653.5,15,4
P0002,2023-04-23,3879,5694.0,4134.0,3749.0,4793.75,16,4
P0002,2023-04-30,3783,3879.0,5694.0,5598.0,4826.25,17,4
P0002,2023-05-07,4610,3783.0,3879.0,4134.0,4372.5,18,5
P0002,2023-05-14,4861,4610.0,3783.0,5694.0,4491.5,19,5
P0002,2023-05-21,4046,4861.0,4610.0,3879.0,4283.25,20,5
P0002,2023-05-28,4958,4046.0,4861.0,3783.0,4325.0,21,5
P0002,2023-06-04,5377,4958.0,4046.0,4610.0,4618.75,22,6
P0002,2023-06-11,4602,5377.0,4958.0,4861.0,4810.5,23,6
P0002,2023-06-18,6248,4602.0,5377.0,4046.0,4745.75,24,6
P0002,2023-06-25,4848,6248.0,4602.0,4958.0,5296.25,25,6
P0002,2023-07-02,4614,4848.0,6248.0,5377.0,5268.75,26,7
P0002,2023-07-09,5808,4614.0,4848.0,4602.0,5078.0,27,7
P0002,2023-07-16,5158,5808.0,4614.0,6248.0,5379.5,28,7
P0002,2023-07-23,3628,5158.0,5808.0,4848.0,5107.0,29,7
P0002,2023-07-30,5382,3628.0,5158.0,4614.0,4802.0,30,7
P0002,2023-08-06,4766,5382.0,3628.0,5808.0,4994.0,31,8
P0002,2023-08-13,4920,4766.0,5382.0,5158.0,4733.5,32,8
P0002,2023-08-20,4893,4920.0,4766.0,3628.0,4674.0,33,8
P0002,2023-08-27,4093,4893.0,4920.0,5382.0,4990.25,34,8
P0002,2023-09-03,3655,4093.0,4893.0,4766.0,4668.0,35,9
P0002,2023-09-10,3972,3655.0,4093.0,4920.0,4390.25,36,9
P0002,2023-09-17,4228,3972.0,3655.0,4893.0,4153.25,37,9
P0002,2023-09-24,4384,4228.0,3972.0,4093.0,3987.0,38,9
P0002,2023-10-01,4115,4384.0,4228.0,3655.0,4059.75,39,10
P0002,2023-10-08,3944,4115.0,4384.0,3972.0,4174.75,40,10
P0002,2023-10-15,4779,3944.0,4115.0,4228.0,4167.75,41,10
P0002,2023-10-22,4142,4779.0,3944.0,4384.0,4305.5,42,10
P0002,2023-10-29,3968,4142.0,4779.0,4115.0,4245.0,43,10
P0002,2023-11-05,3272,3968.0,4142.0,3944.0,4208.25,44,11
P0002,2023-11-12,5297,3272.0,3968.0,4779.0,4040.25,45,11
P0002,2023-11-19,4578,5297.0,3272.0,4142.0,4169.75,46,11
P0002,2023-11-26,4738,4578.0,5297.0,3968.0,4278.75,47,11
P0002,2023-12-03,4270,4738.0,4578.0,3272.0,4471.25,48,12
P0002,2023-12-10,4127,4270.0,4738.0,5297.0,4720.75,49,12
P0002,2023-12-17,4838,4127.0,4270.0,4578.0,4428.25,50,12
P0002,2023-12-24,5275,4838.0,4127.0,4738.0,4493.25,51,12
P0002,2023-12-31,5734,5275.0,4838.0,4270.0,4627.5,52,12
P0002,2024-01-07,631,5734.0,5275.0,4127.0,4993.5,1,1
P0003,2022-01-02,1782,,,,,52,1
P0003,2022-01-09,4177,1782.0,,,,1,1
P0003,2022-01-16,3770,4177.0,1782.0,,,2,1
P0003,2022-01-23,4642,3770.0,4177.0,,,3,1
P0003,2022-01-30,4853,4642.0,3770.0,1782.0,3592.75,4,1
P0003,2022-02-06,4614,4853.0,4642.0,4177.0,4360.5,5,2
P0003,2022-02-13,5143,4614.0,4853.0,3770.0,4469.75,6,2
P0003,2022-02-20,5489,5143.0,4614.0,4642.0,4813.0,7,2
P0003,2022-02-27,4330,5489.0,5143.0,4853.0,5024.75,8,2
P0003,2022-03-06,5264,4330.0,5489.0,4614.0,4894.0,9,3
P0003,2022-03-13,4564,5264.0,4330.0,5143.0,5056.5,10,3
P0003,2022-03-20,3918,4564.0,5264.0,5489.0,4911.75,11,3
P0003,2022-03-27,5500,3918.0,4564.0,4330.0,4519.0,12,3
P0003,2022-04-03,4887,5500.0,3918.0,5264.0,4811.5,13,4
P0003,2022-04-10,3923,4887.0,5500.0,4564.0,4717.25,14,4
P0003,2022-04-17,5697,3923.0,4887.0,3918.0,4557.0,15,4
P0003,2022-04-24,5026,5697.0,3923.0,5500.0,5001.75,16,4
P0003,2022-05-01,4512,5026.0,5697.0,4887.0,4883.25,17,5
P0003,2022-05-08,4995,4512.0,5026.0,3923.0,4789.5,18,5
P0003,2022-05-15,4635,4995.0,4512.0,5697.0,5057.5,19,5
P0003,2022-05-22,4242,4635.0,4995.0,5026.0,4792.0,20,5
P0003,2022-05-29,5191,4242.0,4635.0,4512.0,4596.0,21,5
P0003,2022-06-05,4163,5191.0,4242.0,4995.0,4765.75,22,6
P0003,2022-06-12,3429,4163.0,5191.0,4635.0,4557.75,23,6
P0003,2022-06-19,5217,3429.0,4163.0,4242.0,4256.25,24,6
P0003,2022-06-26,4889,5217.0,3429.0,5191.0,4500.0,25,6
P0003,2022-07-03,4699,4889.0,5217.0,4163.0,4424.5,26,7
P0003,2022-07-10,5061,4699.0,4889.0,3429.0,4558.5,27,7
P0003,2022-07-17,5029,5061.0,4699.0,5217.0,4966.5,28,7
P0003,2022-07-24,4920,5029.0,5061.0,4889.0,4919.5,29,7
P0003,2022-07-31,4697,4920.0,5029.0,4699.0,4927.25,30,7
P0003,2022-08-07,5928,4697.0,4920.0,5061.0,4926.75,31,8
P0003,2022-08-14,4626,5928.0,4697.0,5029.0,5143.5,32,8
P0003,2022-08-21,4321,4626.0,5928.0,4920.0,5042.75,33,8
P0003,2022-08-28,6338,4321.0,4626.0,4697.0,4893.0,34,8
P0003,2022-09-04,5431,6338.0,4321.0,5928.0,5303.25,35,9
P0003,2022-09-11,4271,5431.0,6338.0,4626.0,5179.0,36,9
P0003,2022-09-18,4084,4271.0,5431.0,4321.0,5090.25,37,9
P0003,2022-09-25,4705,4084.0,4271.0,6338.0,5031.0,38,9
P0003,2022-10-02,3147,4705.0,4084.0,5431.0,4622.75,39,10
P0003,2022-10-09,5241,3147.0,4705.0,4271.0,4051.75,40,10
P0003,2022-10-16,3914,5241.0,3147.0,4084.0,4294.25,41,10
P0003,2022-10-23,3771,3914.0,5241.0,4705.0,4251.75,42,10
P0003,2022-10-30,4953,3771.0,3914.0,3147.0,4018.25,43,10
P0003,2022-11-06,4700,4953.0,3771.0,5241.0,4469.75,44,11
P0003,2022-11-13,4740,4700.0,4953.0,3914.0,4334.5,45,11
P0003,2022-11-20,4222,4740.0,4700.0,3771.0,4541.0,46,11
P0003,2022-11-27,4745,4222.0,4740.0,4953.0,4653.75,47,11
P0003,2022-12-04,4001,4745.0,4222.0,4700.0,4601.75,48,12
P0003,2022-12-11,4846,4001.0,4745.0,4740.0,4427.0,49,12
P0003,2022-12-18,5077,4846.0,4001.0,4222.0,4453.5,50,12
P0003,2022-12-25,4508,5077.0,4846.0,4745.0,4667.25,51,12
P0003,2023-01-01,4379,4508.0,5077.0,4001.0,4608.0,52,1
P0003,2023-01-08,4244,4379.0,4508.0,4846.0,4702.5,1,1
P0003,2023-01-15,5291,4244.0,4379.0,5077.0,4552.0,2,1
P0003,2023-01-22,4097,5291.0,4244.0,4508.0,4605.5,3,1
P0003,2023-01-29,4786,4097.0,5291.0,4379.0,4502.75,4,1
P0003,2023-02-05,4638,4786.0,4097.0,4244.0,4604.5,5,2
P0003,2023-02-12,5473,4638.0,4786.0,5291.0,4703.0,6,2
P0003,2023-02-19,3823,5473.0,4638.0,4097.0,4748.5,7,2
P0003,2023-02-26,4886,3823.0,5473.0,4786.0,4680.0,8,2
P0003,2023-03-05,5947,4886.0,3823.0,4638.0,4705.0,9,3
P0003,2023-03-12,5194,5947.0,4886.0,5473.0,5032.25,10,3
P0003,2023-03-19,4978,5194.0,5947.0,3823.0,4962.5,11,3
P0003,2023-03-26,4754,4978.0,5194.0,4886.0,5251.25,12,3
P0003,2023-04-02,3982,4754.0,4978.0,5947.0,5218.25,13,4
P0003,2023-04-09,4207,3982.0,4754.0,5194.0,4727.0,14,4
P0003,2023-04-16,4464,4207.0,3982.0,4978.0,4480.25,15,4
P0003,2023-04-23,5604,4464.0,4207.0,4754.0,4351.75,16,4
P0003,2023-04-30,4378,5604.0,4464.0,3982.0,4564.25,17,4
P0003,2023-05-07,4666,4378.0,5604.0,4207.0,4663.25,18,5
P0003,2023-05-14,4395,4666.0,4378.0,4464.0,4778.0,19,5
P0003,2023-05-21,5225,4395.0,4666.0,5604.0,4760.75,20,5
P0003,2023-05-28,4247,5225.0,4395.0,4378.0,4666.0,21,5
P0003,2023-06-04,6143,4247.0,5225.0,4666.0,4633.25,22,6
P0003,2023-06-11,4234,6143.0,4247.0,4395.0,5002.5,23,6
P0003,2023-06-18,3635,4234.0,6143.0,5225.0,4962.25,24,6
P0003,2023-06-25,4136,3635.0,4234.0,4247.0,4564.75,25,6
P0003,2023-07-02,6119,4136.0,3635.0,6143.0,4537.0,26,7
P0003,2023-07-09,5000,6119.0,4136.0,4234.0,4531.0,27,7
P0003,2023-07-16,6518,5000.0,6119.0,3635.0,4722.5,28,7
P0003,2023-07-23,4248,6518.0,5000.0,4136.0,5443.25,29,7
P0003,2023-07-30,4950,4248.0,6518.0,6119.0,5471.25,30,7
P0003,2023-08-06,3793,4950.0,4248.0,5000.0,5179.0,31,8
P0003,2023-08-13,5163,3793.0,4950.0,6518.0,4877.25,32,8
P0003,2023-08-20,4579,5163.0,3793.0,4248.0,4538.5,33,8
P0003,2023-08-27,4002,4579.0,5163.0,4950.0,4621.25,34,8
P0003,2023-09-03,4647,4002.0,4579.0,3793.0,4384.25,35,9
P0003,2023-09-10,5250,4647.0,4002.0,5163.0,4597.75,36,9
P0003,2023-09-17,4824,5250.0,4647.0,4579.0,4619.5,37,9
P0003,2023-09-24,4935,4824.0,5250.0,4002.0,4680.75,38,9
P0003,2023-10-01,5380,4935.0,4824.0,4647.0,4914.0,39,10
P0003,2023-10-08,4806,5380.0,4935.0,5250.0,5097.25,40,10
P0003,2023-10-15,5245,4806.0,5380.0,4824.0,4986.25,41,10
P0003,2023-10-22,3953,5245.0,4806.0,4935.0,5091.5,42,10
P0003,2023-10-29,5008,3953.0,5245.0,5380.0,4846.0,43,10
P0003,2023-11-05,4144,5008.0,3953.0,4806.0,4753.0,44,11
P0003,2023-11-12,4071,4144.0,5008.0,5245.0,4587.5,45,11
P0003,2023-11-19,4330,4071.0,4144.0,3953.0,4294.0,46,11
P0003,2023-11-26,4993,4330.0,4071.0,5008.0,4388.25,47,11
P0003,2023-12-03,5780,4993.0,4330.0,4144.0,4384.5,48,12
P0003,2023-12-10,4687,5780.0,4993.0,4071.0,4793.5,49,12
P0003,2023-12-17,4240,4687.0,5780.0,4330.0,4947.5,50,12
P0003,2023-12-24,4443,4240.0,4687.0,4993.0,4925.0,51,12
P0003,2023-12-31,5208,4443.0,4240.0,5780.0,4787.5,52,12
P0003,2024-01-07,330,5208.0,4443.0,4687.0,4644.5,1,1
P0004,2022-01-02,978,,,,,52,1
P0004,2022-01-09,4842,978.0,,,,1,1
P0004,2022-01-16,4518,4842.0,978.0,,,2,1
P0004,2022-01-23,5790,4518.0,4842.0,,,3,1
P0004,2022-01-30,5261,5790.0,4518.0,978.0,4032.0,4,1
P0004,2022-02-06,5278,5261.0,5790.0,4842.0,5102.75,5,2
P0004,2022-02-13,5190,5278.0,5261.0,4518.0,5211.75,6,2
P0004,2022-02-20,5704,5190.0,5278.0,5790.0,5379.75,7,2
P0004,2022-02-27,5047,5704.0,5190.0,5261.0,5358.25,8,2
P0004,2022-03-06,4174,5047.0,5704.0,5278.0,5304.75,9,3
P0004,2022-03-13,5651,4174.0,5047.0,5190.0,5028.75,10,3
P0004,2022-03-20,4201,5651.0,4174.0,5704.0,5144.0,11,3
P0004,2022-03-27,5282,4201.0,5651.0,5047.0,4768.25,12,3
P0004,2022-04-03,4799,5282.0,4201.0,4174.0,4827.0,13,4
P0004,2022-04-10,4897,4799.0,5282.0,5651.0,4983.25,14,4
P0004,2022-04-17,4471,4897.0,4799.0,4201.0,4794.75,15,4
P0004,2022-04-24,4230,4471.0,4897.0,5282.0,4862.25,16,4
P0004,2022-05-01,5582,4230.0,4471.0,4799.0,4599.25,17,5
P0004,2022-05-08,4682,5582.0,4230.0,4897.0,4795.0,18,5
P0004,2022-05-15,3899,4682.0,5582.0,4471.0,4741.25,19,5
P0004,2022-05-22,4693,3899.0,4682.0,4230.0,4598.25,20,5
P0004,2022-05-29,3507,4693.0,3899.0,5582.0,4714.0,21,5
P0004,2022-06-05,4528,3507.0,4693.0,4682.0,4195.25,22,6
P0004,2022-06-12,4696,4528.0,3507.0,3899.0,4156.75,23,6
P0004,2022-06-19,4790,4696.0,4528.0,4693.0,4356.0,24,6
P0004,2022-06-26,4207,4790.0,4696.0,3507.0,4380.25,25,6
P0004,2022-07-03,4379,4207.0,4790.0,4528.0,4555.25,26,7
P0004,2022-07-10,4685,4379.0,4207.0,4696.0,4518.0,27,7
P0004,2022-07-17,4872,4685.0,4379.0,4790.0,4515.25,28,7
P0004,2022-07-24,3974,4872.0,4685.0,4207.0,4535.75,29,7
P0004,2022-07-31,4340,3974.0,4872.0,4379.0,4477.5,30,7
P0004,2022-08-07,5633,4340.0,3974.0,4685.0,4467.75,31,8
P0004,2022-08-14,5005,5633.0,4340.0,4872.0,4704.75,32,8
P0004,2022-08-21,4312,5005.0,5633.0,3974.0,4738.0,33,8
P0004,2022-08-28,4814,4312.0,5005.0,4340.0,4822.5,34,8
P0004,2022-09-04,4292,4814.0,4312.0,5633.0,4941.0,35,9
P0004,2022-09-11,4904,4292.0,4814.0,5005.0,4605.75,36,9
P0004,2022-09-18,5128,4904.0,4292.0,4312.0,4580.5,37,9
P0004,2022-09-25,3846,5128.0,4904.0,4814.0,4784.5,38,9
P0004,2022-10-02,4702,3846.0,5128.0,4292.0,4542.5,39,10
P0004,2022-10-09,4283,4702.0,3846.0,4904.0,4645.0,40,10
P0004,2022-10-16,5896,4283.0,4702.0,5128.0,4489.75,41,10
P0004,2022-10-23,5147,5896.0,4283.0,3846.0,4681.75,42,10
P0004,2022-10-30,4572,5147.0,5896.0,4702.0,5007.0,43,10
P0004,2022-11-06,4671,4572.0,5147.0,4283.0,4974.5,44,11
P0004,2022-11-13,4165,4671.0,4572.0,5896.0,5071.5,45,11
P0004,2022-11-20,5639,4165.0,4671.0,5147.0,4638.75,46,11
P0004,2022-11-27,4583,5639.0,4165.0,4572.0,4761.75,47,11
P0004,2022-12-04,6420,4583.0,5639.0,4671.0,4764.5,48,12
P0004,2022-12-11,3550,6420.0,4583.0,4165.0,5201.75,49,12
P0004,2022-12-18,4861,3550.0,6420.0,5639.0,5048.0,50,12
P0004,2022-12-25,4990,4861.0,3550.0,4583.0,4853.5,51,12
